userId,title,pred
7,Die Hard: With a Vengeance (1995),0.09564069
7,Dumb & Dumber (Dumb and Dumber) (1994),0.18647802
7,"Firm, The (1993)",0.37722525
7,Gladiator (2000),0.36310583
7,"Godfather, The (1972)",0.3296448
7,"Godfather: Part II, The (1974)",0.21479738
7,GoldenEye (1995),0.10736406
7,Goodfellas (1990),0.2748065
7,"Lord of the Rings: The Two Towers, The (2002)",0.31400907
7,"Mask, The (1994)",0.2134707
7,"Net, The (1995)",0.18028884
7,Outbreak (1995),0.32094327
7,Shakespeare in Love (1998),0.2858498
7,Sleepless in Seattle (1993),0.21261624
7,Star Wars: Episode IV - A New Hope (1977),0.6719973
7,Star Wars: Episode V - The Empire Strikes Back (1980),0.65625906
7,Stargate (1994),0.09629655
7,Terminator 2: Judgment Day (1991),0.5403374
7,"Usual Suspects, The (1995)",0.44461823
8,Clear and Present Danger (1994),1.0225377
8,Fargo (1996),0.27571785
8,Fight Club (1999),0.014841497
8,Gladiator (2000),0.041813552
8,Groundhog Day (1993),0.10591766
8,L.A. Confidential (1997),0.13038278
8,"Lord of the Rings: The Return of the King, The (2003)",0.0060284734
8,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.32671046
8,"Mask, The (1994)",1.0030028
8,Monty Python and the Holy Grail (1975),0.037186444
8,"Net, The (1995)",0.9829942
8,Outbreak (1995),1.0490997
8,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.04032466
8,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.05785829
8,Reservoir Dogs (1992),0.15879178
8,Shakespeare in Love (1998),0.07030088
8,Shrek (2001),0.031455368
8,Speed (1994),0.9497958
8,Star Trek: Generations (1994),0.76421297
8,Star Wars: Episode IV - A New Hope (1977),0.14949071
8,Willy Wonka & the Chocolate Factory (1971),0.1816642
8,X-Men (2000),0.041371286
9,American Beauty (1999),0.21378183
9,Apollo 13 (1995),0.028521508
9,Batman Forever (1995),0.021423684
9,Clear and Present Danger (1994),-0.023487091
9,Clueless (1995),0.011361271
9,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.03768605
9,Groundhog Day (1993),-0.004145801
9,Monty Python and the Holy Grail (1975),0.14024037
9,Mrs. Doubtfire (1993),0.01271686
9,One Flew Over the Cuckoo's Nest (1975),0.099865496
9,Reservoir Dogs (1992),0.030308008
9,"Silence of the Lambs, The (1991)",0.24325782
9,Speed (1994),-0.010681033
9,Star Wars: Episode I - The Phantom Menace (1999),0.06491189
9,Star Wars: Episode VI - Return of the Jedi (1983),0.20183599
9,Terminator 2: Judgment Day (1991),0.05745834
10,Aladdin (1992),0.08139488
10,Aliens (1986),0.060792625
10,Apollo 13 (1995),0.045439124
10,Blade Runner (1982),0.1624735
10,Good Will Hunting (1997),0.08439362
10,Jurassic Park (1993),0.15938002
10,"Lion King, The (1994)",0.066001326
10,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.18176764
10,"Mask, The (1994)",0.031048328
10,Memento (2000),0.19526607
10,Monty Python and the Holy Grail (1975),0.21152437
10,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.30245775
10,Seven (a.k.a. Se7en) (1995),0.09379941
10,"Silence of the Lambs, The (1991)",0.29829592
10,Star Wars: Episode IV - A New Hope (1977),0.42971689
10,Star Wars: Episode VI - Return of the Jedi (1983),0.31693202
10,Toy Story (1995),0.18609568
10,Waterworld (1995),0.019131334
11,Aliens (1986),0.78823453
11,Blade Runner (1982),0.4984312
11,Braveheart (1995),0.9118681
11,Clueless (1995),0.3247733
11,Die Hard: With a Vengeance (1995),0.8237744
11,GoldenEye (1995),0.8147457
11,"Lord of the Rings: The Return of the King, The (2003)",0.5986535
11,Men in Black (a.k.a. MIB) (1997),0.9733197
11,"Rock, The (1996)",0.7987254
11,"Sixth Sense, The (1999)",0.8267265
11,Sleepless in Seattle (1993),0.8122407
11,Speed (1994),0.9462962
11,Star Wars: Episode V - The Empire Strikes Back (1980),0.9525093
11,"Usual Suspects, The (1995)",0.7478443
12,Back to the Future (1985),0.27217287
12,Clear and Present Danger (1994),0.17646053
12,Dumb & Dumber (Dumb and Dumber) (1994),0.3301957
12,Ghost (1990),0.45134005
12,Groundhog Day (1993),0.2713266
12,Independence Day (a.k.a. ID4) (1996),0.6684269
12,Jurassic Park (1993),0.8270643
12,"Lord of the Rings: The Two Towers, The (2002)",0.030338764
12,One Flew Over the Cuckoo's Nest (1975),0.13755769
12,Outbreak (1995),0.14148545
12,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.00084650517
12,Rain Man (1988),0.020718396
12,Schindler's List (1993),0.5255101
12,Star Wars: Episode V - The Empire Strikes Back (1980),0.319187
12,Taxi Driver (1976),0.18943584
12,Terminator 2: Judgment Day (1991),0.71908206
12,"Terminator, The (1984)",0.2728961
12,Titanic (1997),0.14066967
13,Ace Ventura: Pet Detective (1994),1.0313724
13,Blade Runner (1982),0.05781436
13,Clueless (1995),0.53571486
13,Dances with Wolves (1990),1.0548391
13,"Fifth Element, The (1997)",-0.008887976
13,Forrest Gump (1994),0.95481974
13,"Fugitive, The (1993)",1.0338413
13,Ghostbusters (a.k.a. Ghost Busters) (1984),-0.04627353
13,"Lord of the Rings: The Fellowship of the Ring, The (2001)",-0.042173624
13,Memento (2000),0.0066274405
13,Mrs. Doubtfire (1993),0.8612361
13,One Flew Over the Cuckoo's Nest (1975),-0.0044309497
13,Speed (1994),0.88661295
13,Star Trek: Generations (1994),0.663329
13,Star Wars: Episode I - The Phantom Menace (1999),-0.019556127
13,Star Wars: Episode VI - Return of the Jedi (1983),0.05510032
13,Taxi Driver (1976),0.23619592
13,Toy Story (1995),0.31161258
14,Ace Ventura: Pet Detective (1994),0.394824
14,Beauty and the Beast (1991),0.38135988
14,Being John Malkovich (1999),0.21610594
14,Cliffhanger (1993),0.01282119
14,Clueless (1995),0.29391193
14,Fight Club (1999),0.46122867
14,"Fugitive, The (1993)",0.6010893
14,Ghost (1990),0.34460866
14,Good Will Hunting (1997),0.36890584
14,"Lord of the Rings: The Two Towers, The (2002)",0.21289837
14,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.30138314
14,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.17687613
14,Reservoir Dogs (1992),0.29726774
14,Shakespeare in Love (1998),0.26370156
14,"Sixth Sense, The (1999)",0.65501183
14,Star Wars: Episode I - The Phantom Menace (1999),0.50654244
15,Ace Ventura: Pet Detective (1994),0.8765182
15,Aladdin (1992),0.90309614
15,Alien (1979),-0.019760072
15,Batman Forever (1995),0.7902399
15,Beauty and the Beast (1991),0.801434
15,Die Hard: With a Vengeance (1995),0.80068713
15,Ghost (1990),0.7560536
15,GoldenEye (1995),0.71656185
15,Goodfellas (1990),0.027176142
15,Interview with the Vampire: The Vampire Chronicles (1994),0.42880598
15,"Mask, The (1994)",0.8179005
15,Memento (2000),3.4213066e-05
15,Monty Python and the Holy Grail (1975),-0.015654385
15,One Flew Over the Cuckoo's Nest (1975),0.022444725
15,Pretty Woman (1990),0.7670979
15,"Sixth Sense, The (1999)",-0.024629414
15,Speed (1994),0.87853354
15,Taxi Driver (1976),0.17730361
15,Terminator 2: Judgment Day (1991),0.8548563
15,True Lies (1994),0.97248954
16,Aladdin (1992),0.16079986
16,Batman Forever (1995),0.10789193
16,Braveheart (1995),0.13302225
16,Dumb & Dumber (Dumb and Dumber) (1994),0.10568474
16,"Firm, The (1993)",0.12945962
16,GoldenEye (1995),0.12678921
16,Good Will Hunting (1997),0.13390905
16,Home Alone (1990),0.14966907
16,"Lord of the Rings: The Return of the King, The (2003)",0.14357471
16,"Lord of the Rings: The Two Towers, The (2002)",0.15610945
16,Mrs. Doubtfire (1993),0.13304652
16,Outbreak (1995),0.1605097
16,Pulp Fiction (1994),0.23301435
16,Saving Private Ryan (1998),0.18686646
16,Seven (a.k.a. Se7en) (1995),0.11519319
16,Star Trek: Generations (1994),0.17602523
16,Star Wars: Episode IV - A New Hope (1977),0.33694
16,Stargate (1994),0.08910696
16,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.19630808
16,Willy Wonka & the Chocolate Factory (1971),0.3140327
17,2001: A Space Odyssey (1968),0.022211552
17,American Beauty (1999),0.005543232
17,Apollo 13 (1995),0.08148429
17,Babe (1995),0.026328504
17,Blade Runner (1982),0.012855768
17,Braveheart (1995),0.01605922
17,Cliffhanger (1993),0.04967843
17,Fargo (1996),0.12475991
17,Fight Club (1999),-0.0038952827
17,GoldenEye (1995),0.07496521
17,Jurassic Park (1993),0.07123664
17,"Lord of the Rings: The Fellowship of the Ring, The (2001)",-0.0014588237
17,"Mask, The (1994)",0.059253156
17,Memento (2000),0.0014446378
17,"Net, The (1995)",0.03352782
17,Pulp Fiction (1994),-0.01538372
17,Rain Man (1988),0.006227255
17,"Rock, The (1996)",0.14970985
17,Saving Private Ryan (1998),0.016160607
17,Seven (a.k.a. Se7en) (1995),-0.01232785
17,Shakespeare in Love (1998),0.0077311397
17,Star Wars: Episode I - The Phantom Menace (1999),0.05031836
17,Taxi Driver (1976),0.02919817
17,"Terminator, The (1984)",-0.0032559037
17,Titanic (1997),0.05351016
17,Twister (1996),0.32456833
17,Waterworld (1995),0.06887394
18,Ace Ventura: Pet Detective (1994),0.11453518
18,Back to the Future (1985),0.24624091
18,Clear and Present Danger (1994),0.018921107
18,Dumb & Dumber (Dumb and Dumber) (1994),0.06670794
18,Forrest Gump (1994),0.46120393
18,Ghostbusters (a.k.a. Ghost Busters) (1984),0.13730448
18,Home Alone (1990),0.04109826
18,Indiana Jones and the Last Crusade (1989),0.2433455
18,L.A. Confidential (1997),0.2222572
18,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.31162775
18,Men in Black (a.k.a. MIB) (1997),0.12222242
18,Mrs. Doubtfire (1993),0.07867229
18,"Net, The (1995)",0.025062852
18,Rain Man (1988),0.14272839
18,Seven (a.k.a. Se7en) (1995),0.216829
18,Shakespeare in Love (1998),0.13735813
18,"Silence of the Lambs, The (1991)",0.5431293
18,Terminator 2: Judgment Day (1991),0.20214093
18,Willy Wonka & the Chocolate Factory (1971),0.061097085
18,X-Men (2000),0.16397002
19,Aliens (1986),0.019601226
19,Batman Forever (1995),0.033007197
19,Die Hard (1988),0.046872675
19,Fargo (1996),0.15816313
19,"Fifth Element, The (1997)",0.097936094
19,"Fugitive, The (1993)",0.038718343
19,"Godfather, The (1972)",0.034009516
19,"Lord of the Rings: The Return of the King, The (2003)",0.020701945
19,Monty Python and the Holy Grail (1975),0.041115463
19,Outbreak (1995),0.11113426
19,"Silence of the Lambs, The (1991)",-0.05501294
19,Star Wars: Episode V - The Empire Strikes Back (1980),0.051300943
19,Taxi Driver (1976),0.04979253
19,There's Something About Mary (1998),0.05997926
19,Waterworld (1995),0.06477235
20,Clear and Present Danger (1994),0.026894659
20,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.07139635
20,Fargo (1996),0.06874955
20,Four Weddings and a Funeral (1994),0.019605547
20,"Godfather, The (1972)",0.07001203
20,Goodfellas (1990),0.037596047
20,Home Alone (1990),0.0044952333
20,Jurassic Park (1993),0.027926892
20,"Matrix, The (1999)",0.10039824
20,Memento (2000),0.10859418
20,Outbreak (1995),0.021164954
20,Pulp Fiction (1994),-0.03054732
20,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.045018613
20,Schindler's List (1993),-0.050871313
20,"Shawshank Redemption, The (1994)",-0.046064854
20,Star Trek: Generations (1994),0.04119003
20,Terminator 2: Judgment Day (1991),-0.003745675
20,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.083254516
20,Twister (1996),0.022965059
21,Ace Ventura: Pet Detective (1994),0.10786502
21,Aladdin (1992),0.12567195
21,Aliens (1986),0.36124903
21,American Beauty (1999),0.87145114
21,Clear and Present Danger (1994),0.06829849
21,"Fifth Element, The (1997)",0.2723994
21,Interview with the Vampire: The Vampire Chronicles (1994),0.045902878
21,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.69939613
21,"Lord of the Rings: The Two Towers, The (2002)",0.68063694
21,Memento (2000),0.82012445
21,Mrs. Doubtfire (1993),0.116006166
21,"Net, The (1995)",0.04290344
21,"Shawshank Redemption, The (1994)",0.7316587
21,"Sixth Sense, The (1999)",0.76333517
21,Sleepless in Seattle (1993),0.106884
21,Star Wars: Episode V - The Empire Strikes Back (1980),0.7621431
21,Titanic (1997),0.19020402
21,True Lies (1994),0.07271096
22,Batman (1989),0.24655218
22,"Fifth Element, The (1997)",0.31885225
22,Four Weddings and a Funeral (1994),0.1267637
22,Good Will Hunting (1997),0.28922486
22,Independence Day (a.k.a. ID4) (1996),0.35725448
22,L.A. Confidential (1997),0.3685925
22,"Lion King, The (1994)",0.20701331
22,"Net, The (1995)",0.027758673
22,Outbreak (1995),0.06339353
22,Rain Man (1988),0.19893569
22,"Sixth Sense, The (1999)",0.46770483
22,Speed (1994),0.2407012
22,Taxi Driver (1976),0.29682678
22,True Lies (1994),0.24366488
22,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.5205953
22,"Usual Suspects, The (1995)",0.6233016
22,X-Men (2000),0.2488522
23,Ace Ventura: Pet Detective (1994),0.19992287
23,Apollo 13 (1995),0.32703957
23,Beauty and the Beast (1991),0.20070115
23,Dumb & Dumber (Dumb and Dumber) (1994),0.08583142
23,"Fifth Element, The (1997)",0.18717754
23,"Fugitive, The (1993)",0.4724391
23,"Lord of the Rings: The Two Towers, The (2002)",0.2019859
23,Mission: Impossible (1996),0.08286324
23,Monty Python and the Holy Grail (1975),0.28985858
23,Pulp Fiction (1994),0.728374
23,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.41935414
23,Reservoir Dogs (1992),0.22408074
23,Sleepless in Seattle (1993),0.1528103
23,Speed (1994),0.23847255
23,Terminator 2: Judgment Day (1991),0.62048715
23,"Terminator, The (1984)",0.33214295
23,Titanic (1997),0.14847162
23,Waterworld (1995),0.0023785867
24,Aliens (1986),0.7495895
24,Apollo 13 (1995),0.78103894
24,Babe (1995),0.57229596
24,Back to the Future (1985),1.0251508
24,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.6451126
24,Die Hard: With a Vengeance (1995),0.55403394
24,E.T. the Extra-Terrestrial (1982),0.84786206
24,"Firm, The (1993)",0.38633692
24,Forrest Gump (1994),1.0249603
24,Ghost (1990),0.626456
24,Goodfellas (1990),0.5121278
24,L.A. Confidential (1997),0.4661699
24,"Lion King, The (1994)",0.6512983
24,"Mask, The (1994)",0.6928614
24,Rain Man (1988),0.6453791
24,Saving Private Ryan (1998),0.83873236
24,Schindler's List (1993),0.74869376
24,Shakespeare in Love (1998),0.4828626
24,Sleepless in Seattle (1993),0.6249145
24,Star Trek: Generations (1994),0.48854437
24,Star Wars: Episode I - The Phantom Menace (1999),0.9112437
24,Star Wars: Episode V - The Empire Strikes Back (1980),1.0014527
24,Toy Story (1995),0.84988827
25,Apollo 13 (1995),0.68410665
25,Batman Forever (1995),0.3960989
25,Cliffhanger (1993),0.20470935
25,Dumb & Dumber (Dumb and Dumber) (1994),0.46274832
25,Fargo (1996),0.70594126
25,Four Weddings and a Funeral (1994),0.3729115
25,Ghost (1990),0.52207685
25,"Godfather, The (1972)",0.63824147
25,Goodfellas (1990),0.45799595
25,Men in Black (a.k.a. MIB) (1997),0.8807973
25,Mrs. Doubtfire (1993),0.6261081
25,"Net, The (1995)",0.15047841
25,One Flew Over the Cuckoo's Nest (1975),0.58899426
25,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.57451326
25,Pretty Woman (1990),0.5926834
25,Twister (1996),0.5477196
25,Waterworld (1995),0.3059239
26,Back to the Future (1985),0.11263952
26,Dances with Wolves (1990),1.0615234
26,Die Hard: With a Vengeance (1995),0.9632166
26,Dumb & Dumber (Dumb and Dumber) (1994),0.9696338
26,"Fugitive, The (1993)",1.0647638
26,Gladiator (2000),0.0006740093
26,"Mask, The (1994)",0.9656034
26,Men in Black (a.k.a. MIB) (1997),0.09595111
26,Mission: Impossible (1996),0.43090948
26,"Net, The (1995)",0.8548695
26,One Flew Over the Cuckoo's Nest (1975),0.02284199
26,Pretty Woman (1990),0.8451964
26,Pulp Fiction (1994),0.92168266
26,Shrek (2001),-0.0051651
26,Star Wars: Episode I - The Phantom Menace (1999),0.016861886
26,Toy Story (1995),0.34640598
26,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.7221723
26,Twister (1996),0.7871547
27,2001: A Space Odyssey (1968),0.21290314
27,Beauty and the Beast (1991),0.07240215
27,Clueless (1995),0.14412999
27,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.16699094
27,Fight Club (1999),0.20917642
27,Four Weddings and a Funeral (1994),0.11987427
27,Gladiator (2000),0.18703353
27,"Godfather: Part II, The (1974)",0.14842933
27,Home Alone (1990),0.09763181
27,Indiana Jones and the Last Crusade (1989),0.16705722
27,Interview with the Vampire: The Vampire Chronicles (1994),0.07756722
27,Mrs. Doubtfire (1993),0.07768285
27,Outbreak (1995),0.11718351
27,"Shawshank Redemption, The (1994)",0.03596741
27,"Sixth Sense, The (1999)",0.1593433
27,Sleepless in Seattle (1993),0.084950805
27,Speed (1994),0.09974356
27,Star Wars: Episode V - The Empire Strikes Back (1980),0.26203048
27,Star Wars: Episode VI - Return of the Jedi (1983),0.28965694
27,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.17669642
27,Waterworld (1995),0.09605355
28,Ace Ventura: Pet Detective (1994),0.61330044
28,Alien (1979),-0.079266846
28,Aliens (1986),-0.088739395
28,Back to the Future (1985),-0.007745087
28,Beauty and the Beast (1991),0.5701221
28,Braveheart (1995),0.53602487
28,Dumb & Dumber (Dumb and Dumber) (1994),0.31150746
28,Fargo (1996),0.15624452
28,"Godfather: Part II, The (1974)",-0.07205796
28,Good Will Hunting (1997),-0.028230965
28,Jurassic Park (1993),0.5500154
28,"Lion King, The (1994)",0.45657417
28,"Mask, The (1994)",0.19385098
28,Monty Python and the Holy Grail (1975),-0.046799004
28,Mrs. Doubtfire (1993),0.23093525
28,Pretty Woman (1990),0.12354484
28,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),-0.053663433
28,"Rock, The (1996)",0.07718134
28,Saving Private Ryan (1998),-0.028341413
28,Seven (a.k.a. Se7en) (1995),0.19988835
28,"Silence of the Lambs, The (1991)",0.46765375
28,"Sixth Sense, The (1999)",-0.05932337
28,Star Wars: Episode I - The Phantom Menace (1999),-0.043931037
28,Stargate (1994),0.519289
28,Twister (1996),0.22282231
29,Apollo 13 (1995),1.1023738
29,Austin Powers: The Spy Who Shagged Me (1999),0.07474825
29,Back to the Future (1985),0.16657314
29,Cliffhanger (1993),0.7995695
29,"Clockwork Orange, A (1971)",0.058649063
29,E.T. the Extra-Terrestrial (1982),0.3179967
29,Forrest Gump (1994),1.007025
29,Four Weddings and a Funeral (1994),0.64993435
29,Home Alone (1990),0.8139133
29,Independence Day (a.k.a. ID4) (1996),0.74887
29,Interview with the Vampire: The Vampire Chronicles (1994),0.5964438
29,"Matrix, The (1999)",0.04045528
29,Pulp Fiction (1994),0.9222452
29,"Shawshank Redemption, The (1994)",0.8430839
29,Shrek (2001),-0.011470795
29,Star Trek: Generations (1994),0.58940214
29,True Lies (1994),1.104491
29,Twister (1996),0.8702425
30,Apollo 13 (1995),0.00447464
30,Dances with Wolves (1990),0.033934087
30,E.T. the Extra-Terrestrial (1982),-0.06147644
30,Ghostbusters (a.k.a. Ghost Busters) (1984),-0.003091395
30,"Lord of the Rings: The Return of the King, The (2003)",0.046242774
30,"Lord of the Rings: The Two Towers, The (2002)",0.053628147
30,Memento (2000),0.049378812
30,Monty Python and the Holy Grail (1975),0.014810681
30,One Flew Over the Cuckoo's Nest (1975),-0.03726369
30,"Princess Bride, The (1987)",0.03264302
30,"Rock, The (1996)",0.0005135834
30,Shrek (2001),0.055233955
30,Star Wars: Episode I - The Phantom Menace (1999),0.022510245
30,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.068359554
31,Aladdin (1992),0.05756873
31,Back to the Future (1985),0.22617489
31,Batman (1989),0.04359226
31,Batman Forever (1995),0.04231929
31,Blade Runner (1982),0.2639627
31,Braveheart (1995),0.055600584
31,"Clockwork Orange, A (1971)",0.17197496
31,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.17456412
31,Dances with Wolves (1990),0.04477808
31,Die Hard (1988),0.08868694
31,E.T. the Extra-Terrestrial (1982),0.12027019
31,"Godfather: Part II, The (1974)",0.16827673
31,Goodfellas (1990),0.17327285
31,Groundhog Day (1993),0.10869831
31,Home Alone (1990),0.039286897
31,Interview with the Vampire: The Vampire Chronicles (1994),0.029721051
31,Men in Black (a.k.a. MIB) (1997),0.19051665
31,Outbreak (1995),0.0715327
31,Pretty Woman (1990),0.045045763
31,Star Trek: Generations (1994),0.0829007
31,Star Wars: Episode IV - A New Hope (1977),0.4682024
31,"Usual Suspects, The (1995)",0.0865612
32,Apollo 13 (1995),0.967773
32,Braveheart (1995),0.84271634
32,Dumb & Dumber (Dumb and Dumber) (1994),0.772088
32,Gladiator (2000),-0.034812868
32,Groundhog Day (1993),0.051554173
32,"Lord of the Rings: The Fellowship of the Ring, The (2001)",-0.05509737
32,Men in Black (a.k.a. MIB) (1997),0.06842792
32,Monty Python and the Holy Grail (1975),-0.027562916
32,Pretty Woman (1990),0.7824264
32,Rain Man (1988),-0.026482582
32,Sleepless in Seattle (1993),0.75857574
32,Star Wars: Episode IV - A New Hope (1977),0.11707735
32,True Lies (1994),0.9857791
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.70766944
33,Alien (1979),-0.0071044564
33,Back to the Future (1985),0.025486052
33,Batman (1989),0.039011404
33,Batman Forever (1995),0.027619205
33,Blade Runner (1982),0.03385061
33,"Clockwork Orange, A (1971)",0.012296379
33,Die Hard (1988),-0.0458979
33,Dumb & Dumber (Dumb and Dumber) (1994),0.039349608
33,"Godfather: Part II, The (1974)",0.034134507
33,Mission: Impossible (1996),0.06461848
33,Monty Python and the Holy Grail (1975),0.03485614
33,One Flew Over the Cuckoo's Nest (1975),-0.012848616
33,Outbreak (1995),0.019482523
33,Schindler's List (1993),-0.0023428798
33,Seven (a.k.a. Se7en) (1995),0.018713534
33,"Silence of the Lambs, The (1991)",0.028334081
33,Speed (1994),-0.0077132583
33,Star Wars: Episode VI - Return of the Jedi (1983),0.08083314
33,Stargate (1994),0.00096960366
33,There's Something About Mary (1998),0.0044803917
34,Ace Ventura: Pet Detective (1994),0.9741481
34,Babe (1995),0.662563
34,Blade Runner (1982),-0.037891388
34,Clear and Present Danger (1994),0.73736924
34,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",-0.062384397
34,"Fugitive, The (1993)",0.9970302
34,Goodfellas (1990),-0.035479605
